,Latitude,Longitude,MedInc
11097,33.83,-117.88,6.4685
11098,33.83,-117.88,6.8407
11099,33.82,-117.88,3.8631
11100,33.82,-117.88,6.0488
11101,33.82,-117.87,5.9397
11102,33.85,-117.88,3.7772
11103,33.85,-117.88,4.375
11104,33.84,-117.88,6.1168
11105,33.84,-117.88,5.1782
11106,33.85,-117.9,4.325
11107,33.85,-117.9,3.6
11108,33.85,-117.89,3.875
11109,33.85,-117.9,3.3375
11110,33.85,-117.89,3.2303
11111,33.84,-117.9,3.5329
11112,33.84,-117.89,2.8021
11113,33.85,-117.88,2.3173
11114,33.84,-117.88,3.9286
11115,33.84,-117.87,4.5
11116,33.84,-117.87,4.0724
11117,33.84,-117.87,4.5112
11118,33.84,-117.87,5.1182
11119,33.85,-117.85,4.2276
11120,33.85,-117.86,4.9306
11121,33.85,-117.92,2.3704
11122,33.84,-117.92,4.6111
11123,33.85,-117.92,3.2344
11124,33.85,-117.91,2.7014
11125,33.84,-117.91,2.9583
11126,33.85,-117.91,3.025
11127,33.84,-117.91,2.6563
11128,33.85,-117.93,1.9621
11129,33.85,-117.94,3.3393
11130,33.85,-117.93,2.9474
11131,33.85,-117.93,3.875
11132,33.85,-117.93,4.2019
11133,33.85,-117.93,3.2188
11134,33.85,-117.94,4.275
11135,33.84,-117.93,3.2301
11136,33.85,-117.95,4.1325
11137,33.85,-117.96,4.125
11138,33.85,-117.97,4.0061
11139,33.85,-117.96,4.8438
11140,33.84,-117.95,3.4028
11141,33.84,-117.95,3.75
11142,33.84,-117.95,3.5455
11143,33.84,-117.94,3.1884
11144,33.84,-117.94,3.6214
11145,33.85,-117.98,4.765
11146,33.84,-117.98,3.9539
11147,33.84,-117.98,5.0747
11148,33.85,-117.97,5.1057
11149,33.84,-117.96,3.4583
11150,33.84,-117.97,4.8667
11151,33.84,-117.97,5.25
11152,33.84,-117.97,4.2679
11153,33.84,-117.97,2.8348
11154,33.84,-117.99,4.9115
11155,33.83,-117.97,3.2546
11156,33.84,-117.98,4.6042
11157,33.83,-117.98,3.3006
11158,33.82,-118.0,3.2326
11159,33.82,-118.01,4.0625
11160,33.83,-118.01,2.5577
11161,33.83,-118.01,2.4609
11162,33.83,-118.0,3.9333
11163,33.83,-118.0,2.2401
11164,33.82,-118.0,4.5294
11165,33.83,-117.99,3.2539
11166,33.82,-117.99,3.1538
11167,33.83,-117.99,5.2657
11168,33.82,-117.99,4.1167
11169,33.83,-117.98,3.2823
11170,33.82,-117.98,4.9219
11171,33.82,-117.98,5.5486
11172,33.83,-117.98,6.212999999999999
11173,33.83,-117.97,4.0185
11174,33.82,-117.97,2.9891
11175,33.82,-117.97,3.7655
11176,33.83,-117.96,3.3831
11177,33.83,-117.96,3.1315
11178,33.83,-117.96,6.1001
11179,33.84,-117.95,3.65
11180,33.83,-117.94,3.25
11181,33.83,-117.95,4.9394
11182,33.82,-117.94,3.8828
11183,33.82,-117.94,3.4
11184,33.82,-117.95,3.6875
11185,33.83,-117.95,5.0599
11186,33.83,-117.96,6.3214
11187,33.83,-117.95,3.8214
11188,33.83,-117.93,2.4942
11189,33.82,-117.92,4.3583
11190,33.82,-117.94,2.3347
11191,33.82,-117.94,5.0764
11192,33.82,-117.93,3.0179
11193,33.84,-117.92,3.2969
11194,33.83,-117.92,2.5564
11195,33.83,-117.93,3.375
11196,33.84,-117.93,6.0531
11197,33.84,-117.93,3.475
11198,33.84,-117.91,2.2716
11199,33.83,-117.9,2.8072
11200,33.83,-117.91,1.119
11201,33.83,-117.92,1.425
11202,33.84,-117.91,1.5903
11203,33.84,-117.91,3.125
11204,33.83,-117.91,3.6607
11205,33.83,-117.91,3.0288
11206,33.83,-117.92,5.0275
11207,33.83,-117.92,3.6042
11208,33.83,-117.91,2.5509
11209,33.82,-117.9,2.4931
11210,33.82,-117.92,4.5057
11211,33.82,-117.91,2.9479
11212,33.82,-117.91,2.3843
11213,33.81,-117.91,2.5625
11214,33.82,-117.91,3.7014
11215,33.81,-117.93,4.8981
11216,33.81,-117.92,5.6047
11217,33.8,-117.93,4.2731
11218,33.8,-117.92,4.6696
11219,33.8,-117.9,2.9231
11220,33.8,-117.9,2.4833
11221,33.8,-117.9,3.0789
11222,33.8,-117.9,4.375
11223,33.81,-117.94,4.2759
11224,33.81,-117.94,3.256
11225,33.81,-117.94,5.8461
11226,33.81,-117.94,4.5714
11227,33.8,-117.94,4.9429
11228,33.81,-117.94,3.6771
11229,33.8,-117.93,4.8611
11230,33.82,-117.95,4.0735
11231,33.82,-117.95,4.3269
11232,33.82,-117.96,3.63
11233,33.82,-117.96,3.7917
11234,33.8,-117.96,4.7667
11235,33.81,-117.96,5.2384
11236,33.81,-117.96,4.7772
11237,33.81,-117.96,4.7738
11238,33.82,-117.96,3.707
11239,33.82,-117.96,3.6422
11240,33.81,-117.95,5.118
11241,33.81,-117.96,4.4663
11242,33.81,-117.95,4.025
11243,33.81,-118.0,4.3636
11244,33.81,-118.0,3.5268
11245,33.81,-118.01,4.5179
11246,33.82,-118.0,3.1087
11247,33.81,-118.0,4.1276
11248,33.81,-118.0,3.7059
11249,33.8,-117.99,3.975
11250,33.81,-118.0,2.8835
11251,33.82,-117.99,2.8625
11252,33.81,-117.99,2.4526
11253,33.81,-117.99,2.2
11254,33.81,-117.99,4.1667
11255,33.81,-117.98,2.582
11256,33.81,-117.98,3.7201
11257,33.81,-117.98,5.152
11258,33.81,-117.97,2.8042
11259,33.81,-117.97,4.485
11260,33.8,-117.99,3.3281
11261,33.79,-117.99,4.5263
11262,33.79,-117.99,3.1801
11263,33.79,-117.99,3.9566
11264,33.8,-117.98,5.4876
11265,33.79,-117.98,4.1115
11266,33.8,-117.98,4.3036
11267,33.8,-117.97,5.4631
11268,33.79,-117.97,3.6849
11269,33.79,-118.0,3.6531
11270,33.78,-117.99,3.5313
11271,33.79,-117.99,3.2857
11272,33.78,-117.98,3.9798
11273,33.79,-117.97,4.1818
11274,33.78,-117.99,3.1049
11275,33.78,-117.97,3.9479
11276,33.78,-117.98,3.2636
11277,33.8,-117.96,3.4821
11278,33.79,-117.96,5.2816
11279,33.8,-117.96,5.244
11280,33.8,-117.96,4.425
11281,33.79,-117.95,5.6935
11282,33.78,-117.95,3.9536
11283,33.79,-117.96,2.0677
11284,33.78,-117.96,6.37
11285,33.8,-117.94,2.8
11286,33.79,-117.95,4.4667
11287,33.8,-117.95,4.6389
11288,33.8,-117.95,5.237
11289,33.79,-117.94,4.7986
11290,33.78,-117.93,4.3906
11291,33.78,-117.94,4.7731
11292,33.79,-117.93,4.0909
11293,33.79,-117.93,5.2129
11294,33.79,-117.92,4.5739
11295,33.79,-117.92,3.1726
11296,33.79,-117.92,2.8622
11297,33.79,-117.91,4.25
11298,33.78,-117.91,4.0362
11299,33.78,-117.93,3.9018
11300,33.77,-117.92,3.522
11301,33.78,-117.91,3.045
11302,33.78,-117.92,3.4837
11303,33.78,-117.95,2.9726
11304,33.77,-117.94,4.5052
11305,33.77,-117.94,3.2591
11306,33.78,-117.94,3.8056
11307,33.78,-117.94,3.0125
11308,33.77,-117.93,4.5833
11309,33.78,-117.96,2.4931
11310,33.78,-117.95,3.7303
11311,33.78,-117.96,4.875
11312,33.77,-117.95,4.1917
11313,33.77,-117.95,3.2632
11314,33.77,-117.96,4.1321
11315,33.77,-117.97,2.9414
11316,33.77,-117.97,2.7157
11317,33.77,-117.97,2.6618
11318,33.77,-117.99,3.4955
11319,33.77,-117.98,3.6333
11320,33.76,-117.97,3.1771
11321,33.77,-117.98,4.0955
11322,33.76,-117.98,4.32
11323,33.76,-117.97,4.7464
11324,33.76,-117.96,4.2813
11325,33.76,-117.96,3.7734
11326,33.75,-117.96,2.7986
11327,33.76,-117.95,4.1295
11328,33.76,-117.94,4.2386
11329,33.76,-117.94,3.7232
11330,33.76,-117.95,4.3512
11331,33.75,-117.94,4.015
11332,33.75,-117.96,4.6167
11333,33.75,-117.96,2.78
11334,33.75,-117.95,6.6355
11335,33.75,-117.95,5.1416
11336,33.76,-117.97,4.0508
11337,33.75,-117.97,3.9107
11338,33.75,-117.97,3.75
11339,33.76,-117.93,4.1577
11340,33.75,-117.93,4.2219
11341,33.75,-117.93,3.5967
11342,33.76,-117.93,3.3710000000000004
11343,33.76,-117.93,4.05
11344,33.75,-117.92,3.3629
11345,33.75,-117.92,4.0313
11346,33.77,-117.89,4.4732
11347,33.77,-117.9,3.9613
11348,33.77,-117.91,3.0902
11349,33.76,-117.91,3.8506
11350,33.76,-117.92,2.8438
11351,33.76,-117.91,2.8594
11352,33.75,-117.92,2.6442
11353,33.75,-117.92,3.0625
11354,33.75,-117.91,3.0635
11355,33.74,-117.93,3.9219
11356,33.74,-117.93,3.1403
11357,33.74,-117.93,3.3017
11358,33.74,-117.92,3.1773
11359,33.74,-117.92,2.1838
11360,33.74,-117.91,3.3846
11361,33.74,-117.92,4.3882
11362,33.73,-117.93,3.9816
11363,33.74,-117.94,4.2222
11364,33.73,-117.94,5.2563
11365,33.74,-117.95,3.7162
11366,33.74,-117.95,5.4485
11367,33.74,-117.95,5.9838
11368,33.7,-117.98,4.1603
11369,33.71,-117.98,4.4766
11370,33.71,-117.99,3.6696
11371,33.71,-117.98,4.8611
11372,33.68,-117.96,6.0905
11373,33.68,-117.97,4.6452
11374,33.68,-117.96,4.7656
11375,33.68,-117.96,2.3674
11376,33.68,-117.96,4.25
11377,33.68,-117.97,5.7301
11378,33.69,-117.95,4.875
11379,33.68,-117.95,5.0287
11380,33.68,-117.95,5.5312
11381,33.68,-117.95,3.6364
11382,33.67,-117.95,3.0417
11383,33.67,-117.95,8.289
11384,33.66,-117.95,6.8226
11385,33.66,-117.95,7.3719
11386,33.65,-117.98,3.7315
11387,33.65,-117.98,4.2159
11388,33.65,-117.98,6.5501
11389,33.64,-117.98,3.8187
11390,33.74,-117.97,4.2566
11391,33.74,-117.97,3.599
11392,33.73,-117.97,5.7121
11393,33.73,-117.97,5.0875
11394,33.74,-117.96,4.1484
11395,33.73,-117.96,6.6324
11396,33.73,-117.97,7.2845
11397,33.72,-117.97,5.4286
11398,33.72,-117.95,5.9582
11399,33.72,-117.96,6.8645
11400,33.73,-117.93,6.7919
11401,33.72,-117.93,7.6709
11402,33.73,-117.92,4.4728
11403,33.73,-117.92,3.9929
11404,33.72,-117.92,5.5501
11405,33.71,-117.96,5.5702
11406,33.71,-117.95,3.4133
11407,33.71,-117.96,4.5962
11408,33.71,-117.95,6.1092
11409,33.71,-117.94,5.9449
11410,33.71,-117.93,4.1366
11411,33.7,-117.94,6.1181
11412,33.69,-117.95,6.9261
11413,33.7,-117.95,5.343
11414,33.69,-117.98,7.0907
11415,33.69,-117.97,6.799
11416,33.7,-117.98,7.8195
11417,33.7,-117.96,5.3428
11418,33.7,-117.96,4.725
11419,33.69,-117.96,6.091
11420,33.69,-117.96,7.7313
11421,33.7,-117.98,6.3749
11422,33.71,-117.98,5.6825
11423,33.71,-117.97,5.3737
11424,33.71,-117.97,5.8195
11425,33.7,-117.99,4.0345
11426,33.7,-117.98,4.4148
11427,33.69,-117.99,3.7479
11428,33.69,-117.98,5.7117
11429,33.67,-117.97,5.6765
11430,33.66,-117.97,5.8541
11431,33.67,-117.96,7.0173
11432,33.66,-117.96,7.5699
11433,33.65,-117.96,7.0151
11434,33.65,-117.97,5.3674
11435,33.63,-117.97,6.1572
11436,33.65,-117.96,5.7395
11437,33.65,-117.96,7.8453
11438,33.65,-117.96,4.0229
11439,33.61,-117.98,6.8939
11440,33.73,-117.97,6.2984
11441,33.73,-117.98,3.4679
11442,33.72,-117.98,6.0494
11443,33.72,-117.98,5.2655
11444,33.67,-117.98,5.8252
11445,33.66,-117.98,6.1624
11446,33.67,-117.97,6.979
11447,33.66,-117.97,2.8061
11448,33.68,-117.98,7.3982
11449,33.68,-117.98,6.2473
11450,33.68,-117.98,6.8039
11451,33.68,-117.97,7.3731
11452,33.68,-117.97,5.5105
11453,33.67,-118.01,5.888
11454,33.67,-118.01,5.041
11455,33.66,-118.01,4.355
11456,33.66,-118.0,4.2289
11457,33.65,-118.02,2.8352
11458,33.68,-117.99,4.7245
11459,33.68,-117.99,3.5848
11460,33.67,-117.99,4.2165
11461,33.68,-117.99,3.4899
11462,33.67,-117.99,4.625
11463,33.67,-117.99,4.0385
11464,33.67,-117.99,3.5859
11465,33.66,-118.0,3.2353
11466,33.66,-117.99,4.6591
11467,33.66,-117.99,3.0625
11468,33.62,-118.02,4.3409
11469,33.65,-118.05,10.1154
11470,33.68,-118.0,6.4858
11471,33.67,-118.0,4.8125
11472,33.71,-118.0,4.0121
11473,33.71,-117.99,2.7614
11474,33.71,-117.99,2.7865
11475,33.71,-118.02,5.3886
11476,33.7,-118.02,6.3047
11477,33.72,-118.02,4.4453
11478,33.73,-118.01,6.7418
11479,33.73,-118.02,5.1384
11480,33.72,-118.03,5.162999999999999
11481,33.72,-118.04,4.6649
11482,33.73,-117.99,3.8365
11483,33.73,-118.0,6.7395
11484,33.73,-117.99,3.1912
11485,33.72,-117.99,5.5514
11486,33.72,-117.99,4.2875
11487,33.72,-117.99,3.628
11488,33.71,-118.01,4.7515
11489,33.7,-118.01,7.247999999999999
11490,33.69,-118.01,11.5199
11491,33.7,-117.99,4.625
11492,33.69,-117.99,5.3259
11493,33.69,-117.99,1.6705
11494,33.71,-118.02,5.8623
11495,33.7,-118.03,7.7854
11496,33.71,-118.03,6.0
11497,33.67,-118.07,9.5268
11498,33.72,-118.04,4.7821
11499,33.72,-118.05,4.1862
11500,33.72,-118.04,4.0238
11501,33.7,-118.09,5.882999999999999
11502,33.71,-118.04,6.0102
11503,33.75,-118.09,6.6188
11504,33.74,-118.1,4.7773
11505,33.75,-118.11,5.4011
11506,33.74,-118.11,4.8482
11507,33.74,-118.09,4.6369
11508,33.75,-118.11,5.0926
11509,33.74,-118.1,4.537
11510,33.74,-118.1,4.6528
11511,33.73,-118.11,5.0476
11512,33.74,-118.1,4.2287
11513,33.72,-118.07,4.9044
11514,33.72,-118.07,5.1824
11515,33.71,-118.09,8.7397
11516,33.72,-118.06,5.7704
11517,33.71,-118.05,8.8281
11518,33.72,-118.06,9.8177
11519,33.73,-118.07,9.8346
11520,33.72,-118.06,15.0001
11521,33.73,-118.06,10.5424
11522,33.72,-118.08,7.1673
11523,33.73,-118.05,5.0699
11524,33.72,-118.05,5.2589
11525,33.72,-118.05,3.8038
11526,33.77,-118.09,1.8015
11527,33.77,-118.08,2.1944
11528,33.77,-118.08,2.2708
11529,33.77,-118.08,1.9074
11530,33.76,-118.08,1.4617
11531,33.76,-118.09,1.808
11532,33.77,-118.09,1.7675
11533,33.76,-118.08,1.6111
11534,33.76,-118.08,1.2813
11535,33.76,-118.08,2.0952
11536,33.77,-118.09,1.7208
11537,33.76,-118.0,2.925
11538,33.75,-118.01,4.525
11539,33.75,-118.0,2.7589
11540,33.74,-118.0,6.394
11541,33.76,-118.02,4.25
11542,33.75,-118.02,5.7157
11543,33.76,-118.03,5.742000000000001
11544,33.76,-118.04,7.0879
11545,33.75,-118.04,5.2001
11546,33.74,-118.04,5.3559
11547,33.74,-118.02,6.127999999999999
11548,33.73,-118.02,5.5599
11549,33.74,-118.01,6.0609
11550,33.75,-117.98,3.8158
11551,33.75,-117.98,3.3438
11552,33.75,-117.99,3.0909
11553,33.74,-117.98,4.7404
11554,33.74,-117.99,4.506
11555,33.74,-117.98,4.4261
11556,33.73,-117.99,4.375
11557,33.73,-117.98,6.6539
11558,33.77,-117.99,3.1902
11559,33.76,-117.98,4.0194
11560,33.76,-117.99,3.369
11561,33.76,-117.99,1.9439
11562,33.75,-117.99,3.3125
11563,33.76,-117.98,2.1375
11564,33.76,-117.98,4.4545
11565,33.75,-117.98,5.1345
11566,33.77,-118.02,5.1507
11567,33.77,-118.02,5.0091
11568,33.76,-118.02,3.6289
11569,33.77,-118.01,5.422000000000001
11570,33.77,-118.01,5.8362
11571,33.76,-118.01,3.9855
11572,33.76,-118.01,2.2981
11573,33.77,-118.0,3.4327
11574,33.76,-118.0,3.0263
11575,33.77,-118.0,3.5139
11576,33.76,-118.0,2.9083
11577,33.76,-118.0,3.0625
11578,33.77,-118.03,3.0
11579,33.77,-118.02,5.2077
11580,33.77,-118.03,5.635
11581,33.77,-118.03,5.8053
11582,33.76,-118.03,5.0866
11583,33.76,-118.04,7.1572
11584,33.79,-118.03,5.8914
11585,33.79,-118.03,4.1548
11586,33.79,-118.01,5.4372
11587,33.78,-118.02,5.5446
11588,33.78,-118.01,5.9357
11589,33.78,-118.03,5.1061
11590,33.78,-118.01,6.0
11591,33.78,-118.03,6.6453
11592,33.78,-118.04,5.8426
11593,33.78,-118.04,5.7705
11594,33.8,-118.08,6.0553
11595,33.8,-118.07,7.1221
11596,33.79,-118.08,7.6144
11597,33.78,-118.09,6.6137
11598,33.79,-118.07,5.8283
11599,33.79,-118.09,6.6312
11600,33.78,-118.08,5.5767
11601,33.78,-118.08,6.9324
11602,33.78,-118.08,5.0102
11603,33.79,-118.02,6.1142
11604,33.79,-118.01,5.7837
11605,33.8,-118.02,5.875
11606,33.8,-118.02,8.4952
11607,33.8,-118.01,5.32
11608,33.78,-118.05,8.7015
11609,33.78,-118.05,6.0
11610,33.78,-118.05,6.6264
11611,33.78,-118.06,7.3463
11612,33.8,-118.04,5.0261
11613,33.8,-118.06,4.8
11614,33.79,-118.07,6.4288
11615,33.8,-118.06,4.1379
11616,33.8,-118.06,3.6217
11617,33.8,-118.07,3.6442
11618,33.79,-118.05,3.2465
11619,33.84,-118.04,4.5395
11620,33.84,-118.05,6.983
11621,33.83,-118.04,4.6681
11622,33.82,-118.04,5.843999999999999
11623,33.83,-118.04,4.055
11624,33.82,-118.05,5.122999999999999
11625,33.82,-118.06,4.5833
11626,33.81,-118.06,5.4216
11627,33.81,-118.07,8.5407
11628,33.8,-118.07,3.8792
11629,33.81,-118.08,3.3155
11630,33.82,-118.03,5.6093
11631,33.82,-118.03,3.6815
11632,33.82,-118.03,6.0162
11633,33.82,-118.02,4.7466
11634,33.83,-118.02,3.2933
11635,33.83,-118.03,4.225
11636,33.83,-118.03,4.625
11637,33.83,-118.03,3.175
11638,33.83,-118.06,4.53
11639,33.83,-118.05,5.7018
11640,33.83,-118.06,4.88
11641,33.82,-118.05,8.6123
11642,33.83,-118.06,3.8512
11643,33.82,-118.06,4.6458
11644,33.81,-118.04,5.8527
11645,33.81,-118.04,5.6846
11646,33.81,-118.05,5.2542
11647,33.81,-118.03,5.7089
11648,33.86,-118.03,4.535
11649,33.85,-118.04,5.6094
11650,33.85,-118.04,5.777
11651,33.85,-118.05,6.1737
11652,33.85,-118.04,7.5057
11653,33.85,-118.03,3.8426
11654,33.83,-118.01,4.9803
11655,33.84,-118.01,3.9628
11656,33.84,-118.03,4.0156
11657,33.83,-118.02,3.1497
11658,33.82,-118.02,3.7885
11659,33.82,-118.01,4.1591
11660,33.81,-118.01,4.4583
11661,33.81,-118.02,5.1155
11662,33.86,-118.02,5.6677
11663,33.85,-118.02,5.3416
11664,33.85,-118.03,4.0865
11665,33.85,-118.03,3.9156
11666,33.85,-118.01,3.8864
11667,33.85,-118.01,4.6326
11668,33.85,-118.0,4.5083
11669,33.86,-118.01,3.4306
11670,33.84,-118.01,4.5
11671,33.84,-118.01,5.1775
11672,33.84,-118.02,4.4821
11673,33.84,-118.03,5.4746
11674,33.86,-117.99,3.4167
11675,33.85,-117.99,4.9777
11676,33.85,-118.0,4.0455
11677,33.86,-118.0,3.875
11678,33.85,-117.99,5.2548
11679,33.84,-117.99,5.103
11680,33.84,-118.0,4.0039
11681,33.84,-118.0,2.8169
11682,33.87,-118.01,3.139
11683,33.86,-117.99,3.0252
11684,33.88,-118.0,4.7083
11685,33.88,-118.01,3.369
11686,33.88,-117.99,4.2422
11687,33.88,-117.99,3.9559
11688,33.88,-118.0,2.735
11689,33.87,-117.99,3.1205
11690,33.87,-118.0,2.95
11691,33.87,-117.99,3.0147
11692,33.87,-117.99,3.59
11693,33.86,-117.99,2.9
11694,33.89,-117.98,7.1425
11695,33.88,-117.99,6.6704
11696,33.89,-117.99,4.5033
11697,33.89,-117.99,8.5621
11698,33.89,-117.97,5.1315
11699,33.89,-117.97,2.8649
11700,33.88,-117.97,5.0731
11701,33.88,-117.97,6.2427
11702,33.89,-117.97,9.0683
11703,33.88,-117.97,6.0394
11704,33.89,-117.97,10.2252
11705,39.17,-120.1,1.7083
11706,39.09,-120.06,2.1987
11707,39.15,-120.06,1.1912
11708,39.12,-120.2,4.1316
11709,39.14,-120.18,3.0375
11710,39.14,-120.16,3.9722
11711,39.17,-120.18,3.6563
11712,39.17,-120.15,2.9125
11713,39.15,-120.15,5.75
11714,39.2,-120.15,4.1016
11715,39.18,-120.12,3.5667
11716,39.19,-120.1,5.5456
11717,39.19,-120.1,3.9375
11718,39.2,-120.1,3.087
11719,39.21,-120.11,4.5795
11720,39.24,-120.11,3.1193
11721,39.23,-120.08,4.8182
11722,39.24,-120.07,4.962
11723,39.25,-120.06,3.01
11724,39.24,-120.04,2.65
11725,39.27,-120.04,4.1364
11726,39.24,-120.02,1.7609
11727,39.24,-120.02,3.0057
11728,39.24,-120.02,1.8269
11729,39.26,-120.01,2.6023
11730,38.98,-120.91,3.653
11731,39.02,-120.81,2.8155
11732,39.12,-120.69,2.2917
11733,39.02,-120.83,2.6319
11734,38.91,-121.06,2.5373
11735,38.9,-121.08,2.4273
11736,38.88,-121.06,4.2917
11737,38.89,-121.08,2.6701
11738,38.9,-121.07,1.7375
11739,38.89,-121.15,5.2903
11740,38.86,-121.12,3.3802
11741,38.87,-121.13,3.0917
11742,38.91,-121.15,4.2723
11743,38.85,-121.08,6.0
11744,38.74,-121.16,5.1721
11745,38.77,-121.14,6.4789
11746,38.75,-121.16,8.4882
11747,38.84,-121.14,4.2143
11748,38.82,-121.14,5.07
11749,38.8,-121.15,4.1685
11750,38.78,-121.18,6.1642
11751,38.8,-121.18,5.1857
11752,38.76,-121.21,3.1583
11753,38.75,-121.21,4.3962
11754,38.76,-121.17,6.5322
11755,38.73,-121.2,7.7499
11756,38.73,-121.18,6.0302
11757,38.75,-121.18,4.7941
11758,38.75,-121.24,5.4896
11759,38.72,-121.24,4.9
11760,38.74,-121.27,2.6065
11761,38.73,-121.26,5.3451
11762,38.74,-121.26,3.3941
11763,38.73,-121.28,5.419
11764,38.72,-121.27,6.0804
11765,38.72,-121.25,4.485
11766,38.75,-121.27,2.5083
11767,38.74,-121.28,4.05
11768,38.73,-121.3,3.6455
11769,38.73,-121.36,3.141
11770,38.74,-121.32,4.3897
11771,38.75,-121.31,4.0519
11772,38.75,-121.3,2.655
11773,38.75,-121.28,2.108
11774,38.74,-121.3,2.3611
11775,38.77,-121.33,4.2259
11776,38.76,-121.28,2.1366
11777,38.75,-121.27,2.7188
11778,38.76,-121.29,6.0097
11779,38.77,-121.28,5.8718
11780,38.8,-121.28,3.816
11781,38.78,-121.24,3.5288
11782,38.78,-121.24,0.8691
11783,38.78,-121.23,2.0807
11784,38.78,-121.22,6.3914
11785,38.82,-121.24,5.4498
11786,38.8,-121.25,5.5205
11787,38.79,-121.24,3.7904
11788,38.79,-121.24,3.1875
11789,38.79,-121.23,2.2292
11790,38.8,-121.22,3.5265
11791,38.87,-121.19,6.0
11792,38.83,-121.21,3.5607
11793,38.85,-121.19,4.4085
11794,38.83,-121.18,2.9484
11795,38.85,-121.39,4.0862
11796,39.0,-121.3,4.0282
11797,38.97,-121.31,2.7083
11798,38.92,-121.22,4.4958
11799,38.87,-121.27,4.4769
11800,38.9,-121.29,3.1691
11801,38.9,-121.28,2.7656
11802,38.89,-121.29,3.3889
11803,38.89,-121.3,3.4706
11804,38.89,-121.3,2.9866
11805,38.89,-121.32,2.8194
11806,38.92,-121.14,4.6771
11807,38.92,-121.1,3.0321
11808,38.91,-121.11,4.0679
11809,38.94,-121.1,1.0179
11810,38.92,-121.07,4.515
11811,38.92,-121.05,3.3021
11812,39.0,-121.15,4.3553
11813,38.95,-121.19,4.5129
11814,38.95,-121.11,1.8238
11815,38.95,-121.1,2.1287
11816,38.98,-121.06,4.7019
11817,38.97,-121.05,4.8214
11818,38.97,-121.09,5.2536
11819,39.0,-121.1,5.0126
11820,38.95,-121.08,2.7463
11821,38.93,-121.08,2.4278
11822,38.94,-121.07,4.7143
11823,38.95,-121.04,2.75
11824,39.04,-120.99,2.3696
11825,38.99,-120.98,3.6354
11826,39.0,-121.04,4.8051
11827,39.01,-121.02,3.9734
11828,39.0,-121.0,10.9891
11829,39.18,-120.87,3.9196
11830,39.15,-120.87,2.8603
11831,39.27,-120.58,3.0147
11832,39.3,-120.33,3.0
11833,39.28,-120.18,4.0819
11834,39.2,-120.22,3.3699
11835,39.12,-120.96,2.5326
11836,39.08,-120.98,3.0403
11837,39.05,-120.94,3.1972
11838,39.93,-120.98,1.8914
11839,39.93,-120.95,2.8125
11840,39.9,-120.93,2.0221
11841,39.93,-120.9,2.8812
11842,39.95,-120.9,3.5417
11843,39.96,-120.93,2.9559
11844,40.02,-120.92,2.6458
11845,39.9,-120.74,2.2656
11846,39.78,-120.57,2.1216
11847,39.72,-120.66,2.2019
11848,39.82,-120.74,3.9583
11849,39.75,-121.0,2.5893
11850,39.86,-121.14,2.2101
11851,39.79,-120.53,2.5156
11852,39.78,-120.48,2.375
11853,39.8,-120.45,1.7829
11854,39.83,-120.46,2.2717
11855,39.82,-120.38,2.1667
11856,39.8,-120.15,3.0625
11857,40.17,-120.94,2.2132
11858,40.08,-120.91,2.2067
11859,40.14,-120.94,1.5774
11860,40.01,-121.23,1.625
11861,40.13,-120.71,2.9554
11862,40.27,-121.25,2.625
11863,40.31,-121.24,3.5962
11864,40.29,-121.23,2.1524
11865,40.23,-121.19,5.8453
11866,40.19,-121.08,1.6944
11867,40.23,-121.06,3.4844
11868,40.3,-121.09,3.6477
11869,40.29,-121.14,1.6875
11870,40.25,-121.15,3.3462
11871,34.0,-117.35,2.5469
11872,33.99,-117.36,2.9688
11873,34.0,-117.37,2.4306
11874,34.0,-117.37,3.025
11875,34.0,-117.36,3.3622
11876,34.01,-117.37,3.6415
11877,34.0,-117.38,3.3687
11878,33.99,-117.38,2.7054
11879,33.98,-117.38,2.0284
11880,33.98,-117.39,3.145
11881,33.97,-117.41,3.0694
11882,33.98,-117.37,2.1151
11883,33.97,-117.38,1.6389
11884,33.98,-117.38,2.1528
11885,33.98,-117.37,1.1194
11886,33.99,-117.37,1.685
11887,33.98,-117.36,2.0436
11888,33.97,-117.37,2.5804
11889,33.97,-117.37,1.4514
11890,33.97,-117.37,1.95
11891,33.98,-117.37,2.025
11892,33.99,-117.35,2.6071
11893,33.98,-117.35,1.6943
11894,33.97,-117.35,3.024
11895,33.97,-117.36,2.7596
11896,33.98,-117.36,2.4667
11897,33.96,-117.37,7.2519
11898,33.96,-117.35,8.2405
11899,33.95,-117.35,7.6632
11900,33.94,-117.37,6.6635
11901,33.92,-117.36,8.5326
11902,33.97,-117.39,4.3176
11903,33.97,-117.38,2.6895
11904,33.96,-117.39,3.2917
11905,33.96,-117.4,3.575
11906,33.97,-117.39,3.4044
11907,33.97,-117.4,5.0194
11908,33.97,-117.4,3.8618
11909,33.96,-117.41,2.3798
11910,33.96,-117.41,3.864
11911,33.97,-117.41,4.337
11912,33.96,-117.44,12.5381
11913,33.96,-117.43,3.8682
11914,33.95,-117.44,3.7344
11915,33.95,-117.4,3.1384
11916,33.95,-117.4,2.4408
11917,33.95,-117.41,2.9583
11918,33.95,-117.41,3.0542
11919,33.95,-117.42,2.8173
11920,33.96,-117.42,2.7452
11921,33.96,-117.41,3.0208
11922,33.96,-117.38,3.4491
11923,33.95,-117.39,3.1667
11924,33.95,-117.39,4.125
